cents,names
458.76321400,
458.76618690,
458.81378450,
458.89226390,
458.93986150,
458.94283440,
458.96257840,
459.11650900,
459.13922590,
459.15896990,
459.26530290,
459.33561740,
459.33859030,
459.35833430,
459.42630700,
459.46466730,
459.49662150,
459.51226490,
459.53498180,
459.60295450,
459.66105880,
459.79934600,
459.82206290,
459.83770630,
459.86042320,
459.90802080,
459.99400000,
459.99573750,
459.99871040,
460.02142730,
460.03409780,
460.05978760,
460.12478740,
460.14750430,
460.19510190,
460.19807480,
460.21781880,
460.23346220,
460.37174940,
460.39446630,
460.52054330,
460.54326020,
460.57111380,
460.59085780,
460.62921810,
460.69719080,
460.71693480,
460.71990770,
460.76750530,
460.79022210,
460.84598470,
460.89358230,
460.89655520,
460.91629920,
460.93901600,
460.96686970,
461.09294670,
461.11566360,
461.16326120,
461.28933820,
461.29231110,
461.31205500,
461.38002780,
461.41838810,
461.45034230,
461.46598570,
461.48870260,
461.55667530,
461.61477960,
461.64970660,
461.68806690,
461.70781090,
461.77578370,
461.81414400,
461.84609810,
461.88445840,
461.95243120,
461.97514810,
462.01350840,
462.10122510,
462.14882270,
462.15179560,
462.17153950,
462.18718300,
462.22222222,
462.27787260,
462.32547020,
462.34800000,
462.34818700,septatonic major third
462.34818706,2 septatones or septatonic major third
462.34818710,
462.34819000,2 septatones, septatonic major third
462.37090390,
462.41850150,
462.49698090,
462.52483460,
462.54457850,
462.54755140,
462.56729540,
462.58293890,
462.67362850,
462.69634530,
462.72122610,
462.74394290,
462.85027600,
462.87002000,
462.89273680,
462.92059050,
463.04666750,
463.06900000,
463.06938430,
463.09210120,
463.13969880,
463.23038840,
463.24603190,
463.26577580,
463.26874870,
463.31634630,
463.40406300,
463.44242340,
463.46514020,
463.53311300,
463.57147330,
463.60342740,
463.64178770,
463.72950450,
463.76786480,
463.79981890,
463.80279180,
463.83817920,
463.86089610,
463.90615200,
463.92886880,
463.95158570,
463.96722910,
463.99918330,
464.03754360,
464.10551640,
464.12526030,
464.30190780,
464.32462470,
464.42774800,septendecimal sub-fourth
464.42800000,
464.45070170,
464.47855540,
464.49829930,
464.50127220,
464.51612903,(augmented-3rd)
464.52101620,
464.53665960,
464.57158670,
464.62734930,
464.65006610,
464.67494690,
464.69766370,
464.70063660,
464.72038060,
464.78835330,
464.82671360,
464.84645760,
464.87431120,
464.89702810,
465.02310510,
465.04582200,
465.09341960,
465.18410920,
465.19975270,
465.21949660,
465.22246950,
465.27006710,
465.35778380,
465.39614410,
465.41886100,
465.55714820,
465.57986510,
465.59550850,
465.61822540,
465.75353970,
465.75651260,
465.79190000,
465.81461690,
465.88258960,
465.90530650,
465.92094990,
465.95290410,
465.99126440,
466.05923720,
466.07898110,
466.08195400,
466.15226850,
466.27800000,
466.27834550,
466.27834550,undecimal semi-diminished fourth
466.27835000,undecimal semi-diminished fourth
466.30106240,
466.34866000,
466.38702030,
466.45499300,
466.47473700,
466.47770990,
466.52530750,
466.60378690,
466.65138450,
466.65435740,
466.66666667,
466.66666667,
466.67410140,
466.74207410,
466.78043440,
466.80017840,
466.82803200,
466.85074890,
466.85100000,
466.87346580,
466.97682590,
466.99954280,
467.04714040,
467.05011330,
467.06985720,
467.13783000,
467.17619030,
467.19890720,
467.22378790,
467.24650480,
467.33719440,
467.37258180,
467.37555470,
467.51086900,
467.53358590,
467.54922930,
467.57194620,
467.64226060,
467.71023340,
467.73295030,
467.76833770,
467.77131060,
467.85902730,
467.90662490,
467.90959780,
467.92934170,
467.93600000,
467.94498520,
467.96770200,
468.03567480,
468.10598930,
468.23206630,
468.25478320,
468.29268290,
468.30238070,
468.34074110,
468.40871380,
468.42845780,
468.43143070,
468.45414750,
468.47902830,
468.50174510,
468.60807820,
468.62782220,
468.63079510,
468.65053900,
468.67839270,
468.80446970,
468.82718650,
468.95326360,
469.00383410,
469.02357800,
469.09155080,
469.12991110,
469.15262800,
469.17750870,
469.20022560,
469.22294240,
469.29091520,
469.32927550,
469.39958990,
469.48730670,
469.52566700,
469.55762110,
469.56521740,
469.59598140,
469.66395420,
469.68667100,
469.72205840,
469.72503140,
469.81274810,
469.86034570,
469.86331860,
469.88306250,
469.88603540,
469.89870600,
469.92142280,
469.98939560,
470.05971010,
470.08242690,
470.12078720,
470.20850390,
470.25907440,
470.27881840,
470.38515150,
470.40786830,
470.43274910,
470.45546590,
470.56179900,
470.58154290,
470.58451590,
470.60425980,
470.63211340,
470.65483030,
470.71059290,
470.75819050,
470.78090700,sub-fourth, narrow fourth, augmented third, 8ve-reduced 21st harmonic
470.78090730,
470.78090733,narrow fourth
470.78091000,narrow fourth, sub-fourth, augmented third, octave reduced 21st harmonic
470.78100000,septimal fourth
470.80362420,
470.85122180,
470.94191140,
470.95755490,
470.97729880,
470.98027170,
471.00001570,
471.02786930,
471.10634870,
471.11111111,
471.15394630,
471.17666320,
471.24463600,
471.28299630,
471.35331070,
471.44102740,
471.47938780,
471.57241910,
471.64039180,
471.66310870,
471.67875210,
471.71070630,
471.74906660,
471.81703940,
471.83678330,
471.83975620,
471.87514360,
471.96583320,
472.01343080,
472.03614770,
472.07450800,
472.16222470,
472.21279520,
472.23253920,
472.23551210,
472.36158910,
472.38430600,
472.40918670,
472.41215960,
472.43190360,
472.53823660,
472.55798060,
472.58583420,
472.60855110,
472.73462810,
472.75734500,
472.89563220,
472.91127560,
472.93101960,
472.93399250,
472.95373650,
472.95670940,
472.98159010,
473.00430700,
473.06006950,
473.09499660,
473.13038400,
473.13335690,
473.13500000,
473.15310090,
473.22107360,
473.25943390,
473.29138810,
473.30703150,
473.32974840,
473.52613990,
473.59411260,
473.61682950,
473.63247290,
473.66442710,
473.70278740,
473.72550430,
473.77076010,
473.79050410,
473.79347700,
473.82886440,
473.86379150,
473.97012450,
473.98986850,
474.01258540,
474.02822880,
474.16651600,
474.18626000,
474.18923290,
474.31530990,
474.33802680,
474.36290750,
474.36588040,
474.38562440,
474.49195740,
474.51170140,
474.51467430,
474.53955500,
474.56227190,
474.58498870,
474.58498875,Pythagorean double diminished fifth
474.58499000,Pythagorean double diminished fifth
474.71106580,
474.76163630,
474.78138020,
474.84935300,
474.88771330,
474.90745730,
474.91043020,
474.93531090,
474.95802780,
475.04871740,
475.08410480,
475.08707770,
475.10682160,
475.11400000,
475.17479440,
475.21315470,
475.24510890,
475.26075230,
475.28346920,
475.30618600,
475.44447320,
475.47169811,(large JI augmented-3rd JI small-4th = ~320:243)
475.47986070,
475.48283360,
475.55555556,
475.57055030,
475.61814790,
475.64086470,
475.65650820,
475.67922500,
475.74719780,
475.76991470,
475.81751230,
475.92384530,
475.94358930,
475.96630610,
475.98194960,
476.01687660,
476.03662060,
476.07498090,
476.14295370,
476.16567050,
476.21326810,
476.29174760,
476.31960120,
476.33934520,
476.34231810,
476.36206200,
476.46839510,
476.51599270,
476.53870950,
476.53870954,grave fourth
476.53871000,grave fourth
476.53900000,
476.66478660,
476.71535710,
476.73510100,
476.73807390,
476.78567150,
476.80307380,
476.84143410,
476.86117800,
476.86415090,
476.91174850,
476.93446540,
477.00243820,
477.02515500,
477.04079850,
477.06054240,
477.06351530,
477.11111290,
477.19882970,
477.23719000,
477.25990680,
477.39819400,
477.43655430,
477.50686880,
477.52427110,
477.57186870,
477.59458550,
477.59755840,
477.61022900,
477.63294580,
477.72363540,
477.77123300,
477.79394990,
477.83231020,
477.92002690,
477.97059740,
477.99034140,
478.02870170,
478.09667450,
478.11939130,
478.16698890,
478.24546830,
478.25900000,
478.27332200,
478.29306590,
478.29603880,
478.31578280,
478.31875570,
478.36635330,
478.49200000,
478.49243000,wide augmented third
478.49243030,
478.49243033,wide augmented third
478.51514720,
478.66907780,
478.69179470,
478.71153870,
478.73939230,
478.81787170,
478.86546930,
478.88818620,
478.95615900,
478.97887580,
478.99451930,
479.01426320,
479.01723610,
479.04919030,
479.06483370,
479.08755060,
479.15255040,
479.21362760,
479.28394210,
479.35191480,
479.37463170,
479.39027510,
479.41299200,
479.46058960,
479.54830630,
479.55127920,
479.58666660,
479.67735620,
479.72495380,
479.74767070,
479.78603100,
479.85400380,
479.87374770,
479.92431820,
479.94703510,
480.00000000,
480.00000000,
480.07311210,
480.09582900,
480.12070970,
480.12368260,
480.14342660,
480.18178690,
480.24975960,
480.26950360,
480.27247650,
480.32007410,
480.39855350,
480.44615110,
480.46886800,
480.51943850,
480.62279860,
480.64551550,
480.64551550,2 pentatones
480.64551600,5-EDO-esque fourth
480.64552000,2 pentatones
480.64600000,
480.66525950,
480.66823240,
480.71583000,
480.84190700,
480.84487990,
480.86462380,
480.93259660,
480.97095690,
481.00291110,
481.01855450,
481.04127140,
481.10924410,
481.16734840,
481.30563560,
481.32835250,
481.34399590,
481.36671280,
481.39866690,
481.41431040,
481.43702720,
481.50500000,
481.52771690,
481.56607720,
481.65379390,
481.70139150,
481.72410830,
481.73975180,
481.87803900,
481.90075590,
482.02683290,
482.04954980,
482.07443050,
482.07740340,
482.09714740,
482.10012030,
482.11986420,
482.13550770,
482.22322440,
482.22619730,
482.27379490,
482.29651170,
482.40284480,
482.42258880,
482.44530560,
482.47315930,
482.59923630,
482.61898020,
482.62195320,
482.66955070,
482.79562780,
482.79860070,
482.81834460,
482.82131750,
482.86891510,
482.88631740,
482.92467770,
482.95663190,
482.99499220,
483.01770900,
483.15599620,
483.19435650,
483.21410050,
483.28207330,
483.32043360,
483.33333333,
483.35238770,
483.36803120,
483.39074800,
483.45872080,
483.48143770,
483.51979800,
483.59011240,
483.60751470,
483.65511230,
483.65808520,
483.67782910,
483.69347260,
483.85447670,
483.87719350,
483.92479110,
484.00327050,
484.03112420,
484.05086810,
484.05384100,
484.07358500,
484.08922840,
484.17991810,
484.20263490,
484.22751570,
484.25023250,
484.35656560,
484.37630960,
484.39902640,
484.42688010,
484.44444444,
484.44959690,
484.46934090,
484.57567390,
484.59839080,
484.62327150,
484.64598840,
484.73667800,
484.75232150,
484.77206540,
484.77503830,
484.82263590,
484.91035260,
484.94871290,
484.97142980,
485.10971700,
485.13243390,
485.14807730,
485.16782130,
485.17079420,
485.21839180,
485.23579410,
485.28600000,
485.30610850,
485.30908140,
485.34446880,
485.36718570,
485.43515840,
485.45787530,
485.47351870,
485.50547290,
485.54383320,
485.61180600,
485.63154990,
485.80819740,
485.83091430,
485.87851190,
485.90122880,
485.93958910,
485.95699130,
486.00458890,
486.00756180,
486.02730580,
486.03027870,
486.07787630,
486.15635570,
486.20395330,
486.20692620,
486.22667020,
486.35274720,
486.38060080,
486.40331770,
486.42306170,
486.52939470,
486.55211160,
486.59970920,
486.60268210,
486.69039880,
486.70604230,
486.72578620,
486.72875910,
486.75147600,
486.77635670,
486.79907360,
486.92515060,
487.06343780,
487.08615470,
487.10179810,
487.12451500,
487.17211260,
487.25982930,
487.26280220,
487.29818960,
487.32090650,
487.38887920,
487.41159610,
487.42723950,
487.45919370,
487.46216660,
487.48191060,
487.49755400,
487.52027090,
487.65855810,
487.78463510,
487.80735200,
487.85494960,
487.89330990,
487.96128260,
487.98102660,
487.98399950,
488.03159710,
488.11007650,
488.15767410,
488.16064700,
488.18039100,
488.20310780,
488.23096150,
488.24836370,
488.30646800,
488.35703850,
488.37975540,
488.42735300,
488.50583240,
488.55343000,
488.55640290,
488.57614680,
488.64411960,
488.68247990,
488.70519680,
488.73007750,
488.75279440,
488.87887140,
488.88888889,
488.95215870,
488.97190270,
489.01715860,
489.03987550,
489.07823580,
489.11018990,
489.14855020,
489.21652300,
489.23923990,
489.27462730,
489.27760020,
489.36531690,
489.41291450,
489.41588740,
489.43563130,
489.45127480,
489.47399160,
489.54196440,
489.61227890,
489.67335600,
489.73835590,
489.76107270,
489.80867030,
489.81164320,
489.83138720,
489.84703070,
489.93772030,
489.96043710,
489.98531790,
490.00803470,
490.11436780,
490.13411180,
490.15682860,
490.18468230,
490.31075930,
490.33347610,
490.45955320,
490.49448020,
490.50715080,
490.51012370,
490.52986760,
490.53284050,
490.55258450,
490.58043810,
490.65891760,
490.70651520,
490.72923200,
490.79720480,
490.83556510,
490.90587950,
490.90909090,
490.99359630,
491.03195660,
491.06391070,
491.10227100,
491.17024380,
491.19296060,
491.21567750,
491.22834800,
491.23132090,
491.26327510,
491.26900000,85th harmonic
491.30163540,
491.31903770,
491.36960820,
491.38935210,
491.42771240,
491.56599960,
491.58871650,
491.62707680,
491.71479350,
491.76239110,
491.76536400,
491.78510800,
491.80075140,
491.89144110,
491.91415790,
491.93903870,
491.96175550,
491.96472840,
491.98447240,
492.08783250,
492.09080540,
492.11054940,
492.13840300,
492.16111990,
492.28719690,
492.30991380,
492.35751140,
492.44820100,
492.46384450,
492.48358840,
492.48656130,
492.50630530,
492.53415890,
492.61263830,
492.66023590,
492.68295280,
492.75092560,
492.78928590,
492.84395690,
492.85960030,
492.88231720,
493.01763150,
493.05599180,
493.07870870,
493.11972100,tridecimal gentle fourth, |-3, 2, 0, 0, -1, 1>
493.11972114,tridecimal gentle fourth
493.14668140,
493.16939830,
493.18504170,
493.21699590,
493.25535620,
493.32332900,
493.33333333,
493.34307290,
493.34604580,
493.38143320,
493.51972040,
493.54243730,
493.56515420,
493.58079760,
493.61275180,
493.65111210,
493.71908480,
493.73882880,
493.74180170,
493.86787870,
493.89059560,
493.91547630,
493.91844920,
493.93819320,
494.04452620,
494.06427020,
494.09212380,
494.11484070,
494.11764710,(~pythagorean perfect-4th)
494.24091770,
494.26363460,
494.31123220,
494.31420510,
494.33394900,
494.40192180,
494.44028210,
494.46002610,
494.46299900,
494.48787970,
494.51059660,
494.60128620,
494.63667360,
494.63964650,
494.65939050,
494.79767770,
494.81332110,
494.83603800,
494.99704210,
495.03242950,
495.03540240,
495.10040220,
495.12311910,
495.17071670,
495.19343350,
495.20907700,
495.23179380,
495.29976660,
495.37008110,
495.49615810,
495.51887500,
495.53451840,
495.56647250,
495.60483290,
495.65217390,
495.67280560,
495.69254960,
495.69552250,
495.76583690,
495.82159950,
495.84431640,
495.86919710,
495.87217000,
495.89191400,
495.89488690,
495.91463080,
496.06856150,
496.09127830,
496.21735540,
496.26792590,
496.28766980,
496.35564260,
496.39400290,
496.41374690,
496.41671980,
496.44160050,
496.46431740,
496.55500700,
496.59039440,
496.59336730,
496.61311120,
496.66368170,
496.75139850,
496.78975880,
496.81247560,
496.86007320,
496.95076280,
496.98615020,
496.98912320,
497.07683990,
497.12443750,
497.14715430,
497.16279780,
497.18551460,
497.25348740,
497.32380190,
497.34651870,
497.38487900,
497.47259570,
497.52316620,
497.54291020,
497.56097560,(~perfect-4th [ 4:3])
497.58127050,
497.64924330,
497.67196010,
497.71955770,
497.77777778,
497.79803720,
497.82589080,
497.84563470,
497.84860770,
497.86835160,
497.97468470,
498.02228230,
498.04499900,just perfect fourth, octave-reduced 3rd subharmonic, diatessaron
498.04499910,3-limit [ 3^-1] = diatessaron = sesquitertia
498.04499913,perfect fourth
498.04500000,perfect fourth, octave reduced 3rd subharmonic, diatessaron
498.04500000,perfect fourth
498.06771600,
498.11320755,(perfect-4th = ~4:3)
498.11531360,
498.17107620,
498.22164670,
498.24139060,
498.24436350,
498.26410750,
498.29196110,
498.37044050,
498.41803810,
498.44075500,
498.50872780,
498.54708810,
498.56683200,
498.61740250,
498.70511920,
498.74347960,
498.76619640,
498.83651090,
498.90448360,
498.92720050,
498.93987100,
498.94284390,
498.96556080,
499.01315840,
499.10087510,
499.10384800,
499.13923540,
499.22992500,
499.27752260,
499.30023950,
499.33859980,
499.42631650,
499.47688700,
499.49663100,
499.53499130,
499.60296410,
499.62568090,
499.64839780,
499.67327850,
499.67625140,
499.69599540,
499.73435570,
499.80232840,
499.82207240,
499.87264290,
499.99871990,
499.99871992,fourth + schisma, 5-limit approximation to ET fourth
499.99872000,fourth + schisma, 5-limit approximation to ET fourth
500.00000000,(perfect-4th, ~4:3),
500.00000000,equal-tempered perfect fourth
500.02143680,
500.17536740,
500.19511140,
500.19808430,
500.21782830,
500.24568190,
500.32416130,
500.37175890,
500.39447580,
500.39744870,
500.41719270,
500.48516540,
500.52352570,
500.55547990,
500.57112330,
500.59384020,
500.71991720,
500.79023170,
500.85820440,
500.88092130,
500.89656470,
500.91928160,
500.96687920,
501.05459590,
501.05756880,
501.09295620,
501.18364580,
501.25396030,
501.27667720,
501.29232060,
501.43060780,
501.45035180,
501.45332470,
501.48871210,
501.57940170,
501.60211860,
501.62699930,
501.62997220,
501.64971620,
501.68807650,
501.75604920,
501.77579320,
501.77876610,
501.81818180,(perfect-4th)
501.82636370,
501.84908060,
501.95244070,
501.97515760,
501.99787440,
502.02572810,
502.04547200,
502.15180510,
502.17154910,
502.17452200,
502.19940270,
502.22211960,
502.22222222,
502.34819660,
502.35116950,
502.37091340,
502.43888620,
502.47724650,
502.50920070,
502.52484410,
502.54756100,
502.67363800,
502.70856500,
502.74395250,
502.74692540,
502.76666930,
502.83464210,
502.87300240,
502.90495650,
502.92060000,
502.94331680,
503.01128960,
503.03400650,
503.07236680,
503.20768110,
503.22580645,(perfect-4th)
503.23039790,
503.24604140,
503.38432860,
503.40704550,
503.42976230,
503.47735990,
503.55583940,
503.58369300,
503.60343700,
503.60640990,
503.62615380,
503.64179730,
503.73248690,
503.78008450,
503.80280130,
503.92887840,
503.95159520,
503.97944890,
503.99919280,
504.00000000,
504.10552590,
504.12526980,
504.12824270,
504.15095960,
504.17584030,
504.19855720,
504.28924680,
504.30489030,
504.32463420,
504.32760710,
504.37520470,
504.46292150,
504.50128180,
504.52399860,
504.66228580,
504.70064610,
504.72039010,
504.78836290,
504.82672320,
504.85867730,
504.86165020,
504.87432080,
504.89703760,
504.91975450,
504.96501040,
504.98772720,
505.02608760,
505.05804170,
505.09640200,
505.18411870,
505.25443320,
505.26315789,(perfect-4th)
505.29279350,
505.36076630,
505.38348310,
505.43108070,
505.50956010,
505.53741380,
505.55715770,
505.56013060,
505.57987460,
505.59551800,
505.63044510,
505.68620770,
505.73380530,
505.75652200,marvelous fourth
505.75652210,
505.75652213,marvelous fourth
505.75700000,
505.77923900,
505.90531600,
505.93316960,
505.95588650,
505.97563050,
506.08196350,
506.10468040,
506.12956110,
506.15227800,
506.24296760,
506.25861110,
506.27835500,
506.28132790,
506.32892550,
506.41664220,
506.45500250,
506.47771940,
506.54803390,
506.61600660,
506.63872350,
506.65436690,
506.66666667,
506.67411090,
506.67708380,
506.72468140,
506.81239810,
506.81537100,
506.85075840,
506.87347530,
506.94144800,
506.97980830,
507.01176250,
507.05012280,
507.11809560,
507.13783950,
507.21112690,
507.33720390,
507.35992080,
507.38480150,
507.40751840,
507.44587870,
507.51385140,
507.53359540,
507.53656830,
507.58416590,
507.66264530,
507.71024290,
507.73295980,
507.85903680,
507.88689040,
507.90960730,
507.92935130,
507.93232420,
507.97992180,
508.03568430,
508.05840120,
508.10599880,
508.10897170,
508.12871560,
508.19668840,
508.23504870,
508.28264630,
508.30536320,
508.43144020,
508.56972740,
508.59244430,
508.60808770,
508.62783170,
508.63080460,
508.67840220,
508.70111900,
508.76611890,
508.76909180,
508.79180870,
508.80447920,
508.82719610,
508.83016900,
508.91788570,
508.96548330,
508.98820010,
509.00384360,
509.02656050,
509.16484770,
509.29092470,
509.31364160,
509.33852230,
509.36123920,
509.39700000,
509.39959950,
509.46757220,
509.48731620,
509.49028910,
509.53788670,
509.56060350,
509.66693660,
509.68668060,
509.70939740,
509.73725110,
509.86332810,
509.88307200,
509.88604500,
509.93364250,
510.01212200,
510.05971960,
510.06269250,
510.08243640,
510.15040920,
510.18876950,
510.21148640,
510.23636710,
510.25908400,
510.28180080,
510.45844830,
510.47819230,
510.54616510,
510.58452540,
510.61647950,
510.63212300,
510.65483980,
510.72281260,
510.74552950,
510.78091690,
510.78388980,
510.87160650,
510.91920410,
510.92217700,
510.94192090,
510.95756440,
510.98028120,
511.11111111,
511.11856850,
511.14128530,
511.17964560,
511.26736230,
511.31495990,
511.31793280,
511.33767680,
511.35332020,
511.44400990,
511.46672670,
511.49160750,
511.51432430,
511.51800000,43rd harmonic
511.62065740,
511.64040140,
511.66311820,
511.69097190,
511.71368870,
511.81704890,
511.83976570,
511.86248260,
511.88736330,
511.91008020,
512.00076980,
512.01641330,
512.03615720,
512.03913010,
512.05887410,
512.08672770,
512.16520720,
512.21280470,
512.23552160,
512.41200000,
512.41216910,
512.43191310,
512.48248360,
512.49988590,
512.53824620,
512.57020030,
512.60856060,
512.63127750,
512.69925020,
512.72196710,
512.73761050,
512.76956470,
512.80792500,
512.87589780,
512.89564170,
512.90500000,
512.93400200,
513.07228920,
513.09500610,
513.13336640,
513.22108310,
513.26868070,
513.27165360,
513.29139760,
513.29437050,
513.30704100,
513.42044750,
513.46804510,
513.47101800,
513.49076200,
513.61683900,
513.64469260,
513.66740950,
513.68715350,
513.79348650,
513.81620340,
513.86380100,
513.95449060,
513.97013410,
513.98987800,
513.99285090,
514.01259490,
514.01556780,
514.04044850,
514.06316540,
514.11892790,
514.18924240,
514.21195930,
514.35024650,
514.36588990,
514.38860680,
514.43620440,
514.52392110,
514.56228140,
514.58499830,
514.61200000,
514.65297100,
514.67568790,
514.69133130,
514.72328550,
514.76164580,
514.78436270,
514.82961860,
514.84936250,
514.88772280,
514.92264990,
514.98075410,
515.04872690,
515.07144380,
515.08708720,
515.11904140,
515.15740170,
515.22537440,
515.24511840,
515.24809130,
515.37416830,
515.42176590,
515.42473880,
515.44448280,
515.55081580,
515.55555556,
515.57055980,
515.59841340,
515.62100000,
515.62113030,
515.64384720,
515.69144480,
515.76992420,
515.81752180,
515.82049470,
515.84023860,
515.90821140,
515.94657170,
515.96631570,
515.96928860,
515.99416930,
516.01688620,
516.14296320,
516.16568010,
516.30396730,
516.31961070,
516.34232760,
516.36504440,
516.41264200,
516.50333170,
516.53871910,
516.54169200,
516.62940870,
516.66666667,
516.67700630,
516.69972310,
516.71536660,
516.73808340,
516.76100000,
516.80605620,
516.87637070,
517.00244770,
517.02516450,
517.04080800,
517.07276210,
517.07573500,
517.09547900,
517.11112250,
517.13383930,
517.19883920,
517.20181210,
517.22452890,
517.27212650,
517.35060600,
517.37845960,
517.39820360,
517.42092040,
517.57485110,
517.59756790,
517.72364500,
517.77124260,
517.77421550,
517.79395940,
517.79693230,
517.84452990,
517.86193220,
517.90029250,
517.92003650,
517.92300940,
517.97060700,
517.99332380,
518.06129660,
518.09965690,
518.11940080,
518.16997130,
518.25768810,
518.29604840,
518.31876520,
518.36636280,
518.45705240,
518.49243980,
518.49541270,
518.56572720,
518.58312950,
518.63072710,
518.65344390,
518.66908740,
518.69180420,
518.83009140,
518.85280830,
518.89116860,
518.97888530,
519.02648290,
519.02945580,
519.04919980,
519.06484320,
519.08756010,
519.15553290,
519.17824970,
519.22584730,
519.30432670,
519.33218040,
519.35192430,
519.35489720,
519.37464120,
519.42521170,
519.55100000,
519.55128870,
519.55128873,acute fourth
519.55128900,acute fourth
519.55129000,acute fourth
519.57400560,
519.62160320,
519.72793630,
519.74768020,
519.75065310,
519.77039710,
519.79825070,
519.87673010,
519.92432770,
519.94704460,
520.00000000,
520.01501740,
520.05337770,
520.07312160,
520.10804870,
520.12369210,
520.14640900,
520.16615290,
520.21140880,
520.27248600,
520.32008360,
520.34280050,
520.41077320,
520.43349010,
520.44913350,
520.47185040,
520.51944800,
520.60716470,
520.61013760,
520.64552500,
520.75471698,(JI large-4th =
520.78381220,
520.80652910,
520.84488940,
520.87684360,
520.91520390,
520.93260610,
520.98317660,
521.00292060,
521.00589350,
521.04128090,
521.13197050,
521.15468740,
521.17956810,
521.18254100,
521.20228500,
521.24064530,
521.30861800,
521.32836200,
521.37893250,
521.50500950,3-limit [ 3^11]
521.50500952,Pythagorean augmented third
521.50501000,Pythagorean augmented third
521.52772640,
521.57532400,
521.57829690,
521.68165700,
521.70140100,
521.70437390,
521.72411790,
521.72709080,
521.73913040,
521.75197150,
521.77468840,
521.90076540,
521.90373830,
521.92348230,
522.06176950,
522.07741290,
522.10012980,
522.11987370,
522.22620680,
522.29652130,
522.36449400,
522.38721090,
522.40285430,
522.42557120,
522.45752530,
522.47316880,
522.49588560,
522.56385840,
522.76024990,
522.78296680,
522.79861020,
522.83056430,
522.86892470,
522.93689740,
522.95664140,
522.95961430,
522.99500170,
523.08569130,
523.10840820,
523.13328890,
523.13626180,
523.15600580,
523.15897870,
523.17872260,
523.19436610,
523.28208280,
523.31900000,
523.33265330,
523.35537010,
523.48144720,
523.50416400,
523.53201770,
523.55176160,
523.63636360,
523.65809470,
523.67783870,
523.68081160,
523.70569230,
523.72840920,
523.85448620,
523.85745910,
523.87720300,
523.92777350,
523.94517580,
523.98353610,
524.01549030,
524.05385060,
524.07656740,
524.12416500,
524.21485460,
524.25024200,
524.25321500,
524.27295890,
524.34093170,
524.37929200,
524.41124610,
524.42688960,
524.44444444,
524.44960640,
524.51757920,
524.64897080,
524.71397070,
524.73668750,
524.75233100,
524.80700200,
524.84536230,
524.91333510,
524.93605190,
524.98364950,
525.06212900,
525.08998260,
525.10972650,
525.11269950,
525.13244340,
525.14808690,
525.23877650,
525.28637410,
525.30909090,
525.43516800,
525.45788480,
525.48573850,
525.50548240,
525.50845530,
525.52819930,
525.63453230,
525.65724920,
525.68212990,
525.70484680,
525.74500000,
525.81117990,
525.83092380,
525.88149430,
525.96921100,
526.00757140,
526.03028820,
526.16857540,
526.19129230,
526.20396280,
526.20693570,
526.22667970,
526.22965260,
526.27725020,
526.29465250,
526.36496690,
526.36793980,
526.40332720,
526.42604410,
526.49401680,
526.53237710,
526.56433130,
526.60269160,
526.69040830,
526.76072280,
526.79908310,
526.82926830,(~pythagorean augmented-3rd)
526.86705590,
526.88977270,
526.93737030,
526.96008720,
526.99844750,
527.01584970,
527.06344730,
527.06642020,
527.08616420,
527.13673470,
527.26281170,
527.28552860,
527.41160560,
527.43945920,
527.45920320,
527.46217610,
527.48192010,
527.58825310,
527.61097000,
527.63585070,
527.65856760,
527.66154050,
527.74925720,
527.76490070,
527.78464460,
527.78761750,
527.83521510,
527.85793200,
527.98400900,
528.00000000,
528.05432350,
528.12229620,
528.14501310,
528.16065650,
528.18040050,
528.18337340,
528.23097100,
528.31868770,
528.32166060,
528.35704800,
528.37976490,
528.44773760,
528.48609790,
528.51805210,
528.54076900,
528.55641240,
528.57912930,
528.68700000,
528.68711000,undevicesimal wide fourth
528.71444360,
528.71741650,
528.75280390,
528.84349350,
528.86621040,
528.88888889,
528.89109110,
528.91380800,
528.95216830,
529.02014100,
529.03988500,
529.04285790,
529.09045550,
529.21653250,
529.23924940,
529.26196620,
529.28981990,
529.30956380,
529.34792410,
529.36532640,
529.41589690,
529.43564090,
529.43861380,
529.48621140,
529.56469080,
529.61228840,
529.61526130,
529.63500520,
529.70297800,
529.74133830,
529.78893590,
529.81165280,
529.81200000,
529.93772980,
530.00804430,
530.01101720,
530.03076110,
530.07601700,
530.09873390,
530.13412130,
530.13709420,
530.16904830,
530.18469180,
530.20740860,
530.27538140,
530.29809830,
530.33348570,
530.33645860,
530.47177290,
530.49448970,
530.51013320,
530.53285000,
530.67113730,
530.73221440,
530.79721430,
530.81993120,
530.84481190,
530.86752880,
530.87050170,
530.89024560,
530.90588910,
530.99657870,
531.04417630,
531.06689310,
531.19297020,
531.21568700,
531.24354070,
531.26328460,
531.30164490,
531.36961770,
531.38936160,
531.39233450,
531.43993210,
531.51841160,
531.53200000,87th harmonic
531.55333860,
531.56600920,
531.56898210,
531.58872600,
531.59169890,
531.61144290,
531.63929650,
531.76537360,
531.78809040,
531.96473790,
531.98448190,
532.05245470,
532.09081500,
532.12276910,
532.13841260,
532.16112940,
532.22910220,
532.25181900,
532.28720650,
532.29017940,
532.32213350,
532.32800000,
532.36049380,
532.37789610,
532.44821050,
532.48657080,
532.51852500,
532.55688530,
