Cents,Name(s),2,3,5,7,11,13,Numerator,Denominator,Tenney Height,Superparticular,Color Notation,FJS name,Tinas,Tredeks,Moria,Quartertones,Edo step 1,Edo step 2,Edo step 3,Edo step 4,Edo step 5,Edo step 6,Edo step 7,Edo step 8
730.77705760,,-9,14,-3,-2,0,,4782969,3136000,43.77,,,,,,,,,,,,,,,
730.79977440,,18,0,-6,0,-1,,262144,171875,35.39,,,,,,,,,,,,,,,
730.82249130,,45,-14,-9,2,-2,,1724030000000000,1130350000000000,100.62,,,,,,,,,,,,,,,
730.84737200,,-6,1,7,-4,0,,234375,153664,35.07,,,,,,,,,,,,,,,
730.87008890,,21,-13,4,-2,-1,,1310720000,859340097,59.97,,,,,,,,,,,,,,,
730.90844920,,-5,-12,4,3,2,,25939375,17006112,48.65,,,,,,,,,,,,,,,
730.97642200,,15,4,-8,-2,1,,29196288,19140625,48.99,,,,,,,,,,,,,,,
730.99616590,,-7,3,3,1,-2,,23625,15488,28.45,,,,,,,,,,,,,,,
731.04673640,,18,-9,2,-4,1,,72089600,47258883,51.60,,,,,,,,,,,,,,,
731.17281350,,-10,7,1,-1,0,,10935,7168,26.22,,,,,,,,,,,,,,,
731.19553030,,17,-7,-2,1,-1,,917504,601425,39.01,,,,,,,,,,,,,,,
731.32160730,,-11,9,-3,4,-2,,47258883,30976000,50.38,,,,,,,,,,,,,,,
731.34946100,,-13,11,-1,-3,2,,21434787,14049280,48.10,,,,,,,,,,,,,,,
731.36920490,,-35,10,10,0,-1,,576650000000,377957000000,77.53,,,,,,,,,,,,,,,
731.37217780,,14,-3,-4,-1,1,,180224,118125,34.31,,,,,,,,,,,,,,,
731.39192180,,-8,-4,7,2,-2,,3828125,2509056,43.13,,,,,,,,,,,,,,,
731.49825490,,-14,13,-5,2,0,,78121827,51200000,51.83,,,,,,,,,,,,,,,
731.52097170,,13,-1,-8,4,-1,,19668992,12890625,47.85,,,,,,,,,,,,,,,
731.54585250,,-38,14,8,-2,1,,20551800000000,13469000000000,87.84,,,,,,,,,,,,,,,
731.56856930,,-11,0,5,0,0,,3125,2048,22.61,,,,,,,,,,,,,,,
731.57154220,,38,-13,-9,-1,2,,33260200000000,21797400000000,89.23,,,,,,,,,,,,,,,
731.59128620,,16,-14,2,2,-1,,80281600,52612659,51.91,,,,,,,,,,,,,,,
731.65925890,,36,2,-10,-3,-2,,618475000000,405303000000,77.73,,,,,,,,,,,,,,,
731.69761930,,10,3,-10,2,1,,14902272,9765625,47.05,,,,,,,,,,,,,,,
731.70731710,,,,,,,,,,,,,,,,,,25\41,,,,,,,
731.74521680,,-14,4,3,-2,2,,1225125,802816,39.84,,,,,,,,,,,,,,,
731.76793370,,13,-10,0,0,1,,90112,59049,32.31,,,,,,,,,,,,,,,
731.89401070,,-15,6,-1,3,0,,250047,163840,35.25,,,,,,,,,,,,,,,
731.96432520,,-12,-7,9,1,0,,13671875,8957952,46.80,,,,,,,,,,,,,,,
732.03229800,,8,9,-3,-4,-1,,5038848,3301375,43.92,,,,,,,,,,,,,,,
732.05501480,,35,-5,-6,-2,-2,,34359738368,22511671875,69.39,,,,,,,,,,,,,,,
732.06400000,,,,,,,,29,19,9.11,,,,,,,,,,,,,,,
732.07065830,,-18,10,-3,1,2,,50014503,32768000,50.54,,,,,,,,,,,,,,,
732.09040220,,-40,9,8,4,-1,,18460500000000,12094600000000,87.53,,,,,,,,,,,,,,,
732.09337510,,9,-4,-6,3,1,,1931776,1265625,41.15,,,,,,,,,,,,,,,
732.14097270,,-15,-3,7,-1,2,,9453125,6193152,45.73,,,,,,,,,,,,,,,
732.22868940,,-17,12,6,-3,-2,,8303765625,5439881216,65.29,,,,,,,,,,,,,,,
732.23166230,,32,-1,-8,-4,0,,4294967296,2813671875,63.39,,,,,,,,,,,,,,,
732.26704970,,-43,13,6,2,1,,13427200000000,8796090000000,86.61,,,,,,,,,,,,,,,
732.28976660,,-16,-1,3,4,0,,300125,196608,35.78,,,,,,,,,,,,,,,
732.35773940,,4,15,-9,-1,-1,,229582512,150390625,54.94,,,,,,,,,,,,,,,
732.42805380,,7,2,1,-3,-1,,5760,3773,24.37,,,,,,,,,,,,,,,
732.45077070,,34,-12,-2,-1,-2,,17179869184,11253263175,67.39,,,,,,,,,,,,,,,
732.46641410,,-19,3,1,2,2,,800415,524288,38.61,,,,,,,,,,,,,,,
732.48913100,,8,-11,-2,4,1,,6761216,4428675,44.77,,,,,,,,,,,,,,,
732.62444530,,-18,5,10,-2,-2,,2373046875,1554251776,61.68,,,,,,,,,,,,,,,
732.62741820,,31,-8,-4,-3,0,,2147483648,1406514375,61.39,,,,,,,,,,,,,,,
732.66280560,,-44,6,10,3,1,,26860500000000,17592200000000,88.61,,,,,,,,,,,,,,,
732.75349520,,3,8,-5,0,-1,,52488,34375,30.75,,,,,,,,,,,,,,,
732.77621210,,30,-6,-8,2,-2,,52613349376,34456640625,70.62,,,,,,,,,,,,,,,
732.80109280,,-21,9,8,-4,0,,7688671875,5035261952,65.07,,,,,,,,,,,,,,,
732.82380970,,6,-5,5,-2,-1,,200000,130977,34.61,,,,,,,,,,,,,,,
732.86217000,,-20,-4,5,3,2,,129696875,84934656,53.29,,,,,,,,,,,,,,,
732.93014280,,0,12,-7,-2,1,,5845851,3828125,44.35,,,,,,,,,,,,,,,
732.94988670,,-22,11,4,1,-2,,775018125,507510784,58.45,,,,,,,,,,,,,,,
732.95285960,,27,-2,-10,0,0,,134217728,87890625,53.39,,,,,,,,,,,,,,,
733.00045720,,3,-1,3,-4,1,,11000,7203,26.24,,,,,,,,,,,,,,,
733.02317410,,30,-15,0,-2,0,,1073741824,703096443,59.39,,,,,,,,,,,,,,,
733.12653420,,-25,15,2,-1,0,,358722675,234881024,56.23,,,,,,,,,,,,,,,
733.14900000,,,,,,,,84,55,12.17,,,,,,,,,,,,,,,
733.14925110,,2,1,-1,1,-1,,84,55,12.17,,,,,,,,,,,,,,,
733.17196800,,29,-13,-4,3,-2,,184147000000,120571000000,74.23,,,,,,,,,,,,,,,
733.19982160,,27,-11,-2,-4,2,,16240345088,10633248675,67.23,,,,,,,,,,,,,,,
733.21956560,,5,-12,9,-1,-1,,62500000,40920957,51.18,,,,,,,,,,,,,,,
733.25792590,,-21,-11,9,4,2,,567424000000,371504000000,77.48,,,,,,,,,,,,,,,
733.32589860,,-1,5,-3,-1,1,,2673,1750,22.16,,,,,,,,,,,,,,,
733.33333333,,,,,,,,,,,,,,,,44,,44\72,,,,,,,
733.33333333,,,,,,,,,,,,,,,165,,,"11\18,",165\270,,,,,,
733.34564260,,-23,4,8,2,-2,,1550390625,1015021568,60.45,,,,,,,,,,,,,,,
733.34861550,,26,-9,-6,1,0,,469762048,307546875,57.00,,,,,,,,,,,,,,,
733.39621310,,2,-8,7,-3,1,,3437500,2250423,42.81,,,,,,,,,,,,,,,
733.47469250,,-2,7,-7,4,-1,,5250987,3437500,44.04,,,,,,,,,,,,,,,
733.52229010,,-26,8,6,0,0,,102515625,67108864,52.61,,,,,,,,,,,,,,,
733.52526300,,23,-5,-8,-1,2,,1015021568,664453125,59.23,,,,,,,,,,,,,,,
733.54500700,,1,-6,3,2,-1,,12250,8019,26.55,,,,,,,,,,,,,,,
733.61297970,,21,10,-9,-3,-2,,123835000000,81060546875,73.09,,,,,,,,,,,,,,,
733.65134000,,-5,11,-9,2,1,,95482233,62500000,52.41,,,,,,,,,,,,,,,
733.69893760,,-29,12,4,-2,2,,40190225625,26306674688,69.84,,,,,,,,,,,,,,,
733.72165000,undecimal semi-augmented fifth,-2,-2,1,0,1,,55,36,10.95,,,,,,,,,,,,,,,
733.72165450,undecimal semi-augmented fifth,,,,,,,55,36,10.95,,,,,,,,,,,,,,,
733.72165450,,-2,-2,1,0,1,,55,36,10.95,,,,,,,,,,,,,,,
733.72200000,,,,,,,,55,36,10.95,,,,,,,,,,,,,,,
733.84773150,,-30,14,0,3,0,,1640558367,1073741824,60.61,,,,,,,,,,,,,,,
733.91804600,,-27,1,10,1,0,,205078125,134217728,54.61,,,,,,,,,,,,,,,
733.92101890,,22,-12,-4,0,2,,507510784,332150625,57.23,,,,,,,,,,,,,,,
733.94076280,,0,-13,7,3,-1,,26796875,17537553,48.74,,,,,,,,,,,,,,,
734.00873560,,20,3,-5,-2,-2,,28311552,18528125,48.90,,,,,,,,,,,,,,,
734.04709590,,-6,4,-5,3,1,,305613,200000,35.83,,,,,,,,,,,,,,,
734.07905010,,23,-10,5,-4,-2,,26214400000,17154974529,68.61,,,,,,,,,,,,,,,
734.09469350,,-30,5,8,-1,2,,11485546875,7516192768,66.23,,,,,,,,,,,,,,,
734.11741040,,-3,-9,5,1,1,,240625,157464,35.14,,,,,,,,,,,,,,,
734.18538310,,17,7,-7,-4,0,,286654464,187578125,55.58,,,,,,,,,,,,,,,
734.20810000,,44,-7,-10,-2,-1,,17592200000000,11511700000000,87.39,,,,,,,,,,,,,,,
734.24348740,,-31,7,4,4,0,,3281866875,2147483648,62.61,,,,,,,,,,,,,,,
734.24646030,,18,-6,-10,3,2,,10879762432,7119140625,66.07,,,,,,,,,,,,,,,
734.38177460,,-8,10,2,-3,-1,,1476225,965888,40.37,,,,,,,,,,,,,,,
734.40449150,,19,-4,-1,-1,-2,,524288,343035,37.39,,,,,,,,,,,,,,,
734.42013490,,-34,11,2,2,2,,26257614075,17179869184,68.61,,,,,,,,,,,,,,,
734.44285180,,-7,-3,-1,4,1,,26411,17280,28.77,,,,,,,,,,,,,,,
734.58113900,,16,0,-3,-3,0,,65536,42875,31.39,,,,,,,,,,,,,,,
734.60385590,,43,-14,-6,-1,-1,,8796090000000,5754510000000,85.39,,,,,,,,,,,,,,,
734.64221620,,17,-13,-6,4,2,,38079168512,24911296875,69.68,,,,,,,,,,,,,,,
734.72993290,,15,2,-7,2,-2,,14450688,9453125,46.96,,,,,,,,,,,,,,,
734.77753050,,-9,3,6,-2,-1,,421875,275968,36.76,,,,,,,,,,,,,,,
734.78050340,,40,-10,-8,-3,1,,12094600000000,7911640000000,86.31,,,,,,,,,,,,,,,
734.80024730,,18,-11,3,0,-2,,32768000,21434787,49.32,,,,,,,,,,,,,,,
734.81589080,,-35,4,6,3,2,,52527234375,34359738368,70.61,,,,,,,,,,,,,,,
734.90658040,,12,6,-9,0,0,,2985984,1953125,42.41,,,,,,,,,,,,,,,
734.95417800,,-12,7,4,-4,1,,15035625,9834496,47.07,,,,,,,,,,,,,,,
734.97689490,,15,-7,1,-2,0,,163840,107163,34.03,,,,,,,,,,,,,,,
735.10297190,,-13,9,0,1,-1,,137781,90112,33.53,,,,,,,,,,,,,,,
735.12568880,,14,-5,-3,3,-2,,5619712,3675375,44.23,,,,,,,,,,,,,,,
735.15354240,,12,-3,-1,-4,2,,495616,324135,37.23,,,,,,,,,,,,,,,
735.17328640,,-10,-4,10,-1,-1,,9765625,6386688,45.83,,,,,,,,,,,,,,,
735.21164670,,-36,-3,10,4,2,,2837120000000,1855430000000,82.12,,,,,,,,,,,,,,,
735.27961940,,-16,13,-2,-1,1,,17537553,11468800,47.52,,,,,,,,,,,,,,,
735.29936340,,-38,12,9,2,-2,,50860600000000,33260200000000,90.45,,,,,,,,,,,,,,,
735.30233630,,11,-1,-5,1,0,,14336,9375,27.00,,,,,,,,,,,,,,,
735.32505310,,38,-15,-8,3,-1,,94283100000000,61655500000000,92.23,,,,,,,,,,,,,,,
735.34993390,,-13,0,8,-3,1,,4296875,2809856,43.46,,,,,,,,,,,,,,,
735.37265070,,14,-14,5,-1,0,,51200000,33480783,50.61,,,,,,,,,,,,,,,
735.42841330,,-17,15,-6,4,-1,,34451725707,22528000000,69.39,,,,,,,,,,,,,,,
735.46334040,,61,-12,-10,-4,-2,,2305840000000000000,1507760000000000000,121.39,,,,,,,,,,,,,,,
735.47898380,,8,3,-7,-1,2,,836352,546875,38.73,,,,,,,,,,,,,,,
735.48387097,(diminished-6th),,,,,,,,,,,,,,,,,19\31,,,,,,,
735.49872780,,-14,2,4,2,-1,,275625,180224,35.53,,,,,,,,,,,,,,,
735.50170070,,35,-11,-10,1,1,,2645700000000,1729950000000,81.92,,,,,,,,,,,,,,,
735.52144460,,13,-12,1,4,-2,,98344960,64304361,52.49,,,,,,,,,,,,,,,
735.54929830,,11,-10,3,-3,2,,30976000,20253807,49.16,,,,,,,,,,,,,,,
735.57200000,,,,,,,,26,17,8.79,,,,,,,,,,,,,,,
735.57225200,septendecimal super-fifth,,,,,,,26,17,8.79,,"17u3o5, sutho 5th",,,,,,,,,,,,,
735.67537530,,-17,6,2,0,1,,200475,131072,34.61,,,,,,,,,,,,,,,
735.69809220,,10,-8,-1,2,0,,50176,32805,30.62,,,,,,,,,,,,,,,
735.87473970,,7,-4,-3,0,2,,15488,10125,27.22,,,,,,,,,,,,,,,
735.89448360,,-15,-5,8,3,-1,,133984375,87588864,53.38,,,,,,,,,,,,,,,
735.96245640,,5,11,-4,-2,-2,,5668704,3705625,44.26,,,,,,,,,,,,,,,
736.00081670,,-21,12,-4,3,1,,2005126893,1310720000,61.19,,,,,,,,,,,,,,,
736.03277090,,8,-2,6,-4,-2,,4000000,2614689,43.25,,,,,,,,,,,,,,,
736.04841430,,-45,13,9,-1,2,,376783000000000,246291000000000,96.23,,,,,,,,,,,,,,,
736.07113120,,-18,-1,6,1,1,,1203125,786432,39.78,,,,,,,,,,,,,,,
736.09384800,,9,-15,3,3,0,,21952000,14348907,48.16,,,,,,,,,,,,,,,
736.13910390,,2,15,-6,-4,0,,57395628,37515625,50.94,,,,,,,,,,,,,,,
736.16182080,,29,1,-9,-2,-1,,1610612736,1052734375,60.56,,,,,,,,,,,,,,,
736.19720820,,-46,15,5,4,0,,107662000000000,70368700000000,92.61,,,,,,,,,,,,,,,
736.20018110,,3,2,-9,3,2,,2988216,1953125,42.41,,,,,,,,,,,,,,,
736.23213520,,32,-12,1,-4,-1,,21474836480,14035888251,68.03,,,,,,,,,,,,,,,
736.27049550,,6,-11,1,1,2,,271040,177147,35.48,,,,,,,,,,,,,,,
736.35821230,,4,4,0,-1,-2,,1296,847,20.07,,,,,,,,,,,,,,,
736.39657260,,-22,5,0,4,1,,6417873,4194304,44.61,,,,,,,,,,,,,,,
736.42852670,,7,-9,10,-3,-2,,1250000000,816903549,59.82,,,,,,,,,,,,,,,
736.46688700,,-19,-8,10,2,1,,5263671875,3439853568,63.97,,,,,,,,,,,,,,,
736.53485980,,1,8,-2,-3,0,,13122,8575,26.75,,,,,,,,,,,,,,,
736.55757660,,28,-6,-5,-1,-1,,268435456,175415625,55.39,,,,,,,,,,,,,,,
736.59593700,,2,-5,-5,4,2,,1162084,759375,39.68,,,,,,,,,,,,,,,
736.68365370,,0,10,-6,2,-2,,2893401,1890625,42.31,,,,,,,,,,,,,,,
736.73125130,,-24,11,7,-2,-1,,13839609375,9042919424,66.76,,,,,,,,,,,,,,,
736.73422420,,25,-2,-7,-3,1,,369098752,241171875,56.30,,,,,,,,,,,,,,,
736.75396810,,3,-3,4,0,-2,,5000,3267,23.96,,,,,,,,,,,,,,,
736.76961160,,-50,12,7,3,2,,1723160000000000,1125900000000000,100.61,,,,,,,,,,,,,,,
736.86030120,,-3,14,-8,0,0,,4782969,3125000,43.76,,,,,,,,,,,,,,,
736.90789880,,-27,15,5,-4,1,,493244000000,322257000000,77.07,,,,,,,,,,,,,,,
736.93061566,BP fifth,,,,,,,75,49,11.84,,,,,,,,,,,,,,,
736.93061570,,0,1,2,-2,0,,75,49,11.84,,,,,,,,,,,,,,,
736.93062000,BP fifth,0,1,2,-2,,,75,49,11.84,,,,,,,,,,,,,,,
736.93100000,,,,,,,,75,49,11.84,,,,,,,,,,,,,,,
736.95333250,,27,-13,-1,0,-1,,134217728,87687765,53.39,,,,,,,,,,,,,,,
737.07940950,,-1,3,-2,3,-2,,9261,6050,25.74,,,,,,,,,,,,,,,
737.10726320,,-3,5,0,-4,2,,29403,19208,29.07,,,,,,,,,,,,,,,
737.12998000,,24,-9,-3,-2,1,,184549376,120558375,54.30,,,,,,,,,,,,,,,
737.14972400,,2,-10,8,1,-2,,10937500,7144929,46.15,,,,,,,,,,,,,,,
737.25605710,,-4,7,-4,1,0,,15309,10000,27.19,,,,,,,,,,,,,,,
737.27877390,,23,-7,-7,3,-1,,2877292544,1879453125,62.23,,,,,,,,,,,,,,,
737.30365470,,-28,8,9,-3,1,,140959000000,92073361408,73.46,,,,,,,,,,,,,,,
737.32637150,,-1,-6,6,-1,0,,15625,10206,27.25,,,,,,,,,,,,,,,
737.41706110,,46,-4,-9,-4,-2,,70368700000000,45961300000000,91.39,,,,,,,,,,,,,,,
737.43270460,,-7,11,-6,-1,2,,21434787,14000000,48.09,,,,,,,,,,,,,,,
737.45244860,,-29,10,5,2,-1,,9041878125,5905580032,65.53,,,,,,,,,,,,,,,
737.45542150,,20,-3,-9,1,1,,80740352,52734375,51.92,,,,,,,,,,,,,,,
737.47516540,,-2,-4,2,4,-2,,60025,39204,31.13,,,,,,,,,,,,,,,
737.50301910,,-4,-2,4,-3,2,,75625,49392,31.80,,,,,,,,,,,,,,,
737.58149850,,-8,13,-10,4,0,,3827969523,2500000000,63.05,,,,,,,,,,,,,,,
737.62909610,,-32,14,3,0,1,,6576582375,4294967296,64.61,,,,,,,,,,,,,,,
737.65181000,,-5,0,0,2,,,49,32,10.61,,,,,,,,,,,,,,,
737.65181290,,-5,0,0,2,0,,49,32,10.61,,,,,,,,,,,,,,,
737.65181300,"superduper fifth, octave-reduced 49th harmonic",,,,,,,49,32,10.61,,"zz6, zozo 6th",m649,,,,,,,,,,,,
737.65200000,49th harmonic,,,,,,,49,32,10.61,,,,,,,,,,,,,,,
737.67452980,,22,-14,-3,4,-1,,10070523904,6576582375,65.84,,,,,,,,,,,,,,,
737.72212740,,-2,-13,10,0,0,,9765625,6377292,45.82,,,,,,,,,,,,,,,
737.77777778,,,,,,,,,,,,,,,166,,,166\270,,,,,,,
737.81281700,,45,-11,-5,-3,-2,,35184400000000,22975400000000,89.39,,,,,,,,,,,,,,,
737.82846050,,-8,4,-2,0,2,,9801,6400,25.90,,,,,,,,,,,,,,,
737.84820440,,-30,3,9,3,-1,,18087890625,11811160064,67.53,,,,,,,,,,,,,,,
737.85117730,,19,-10,-5,2,1,,282591232,184528125,55.53,,,,,,,,,,,,,,,
737.89877490,,-5,-9,8,-2,2,,47265625,30862944,50.37,,,,,,,,,,,,,,,
737.98649160,,-7,6,7,-4,-2,,56953125,37186688,50.91,,,,,,,,,,,,,,,
738.02485190,,-33,7,7,1,1,,13156171875,8589934592,66.62,,,,,,,,,,,,,,,
738.04756880,,-6,-7,4,3,0,,214375,139968,34.80,,,,,,,,,,,,,,,
738.11554160,,14,9,-8,-2,-1,,322486272,210546875,55.91,,,,,,,,,,,,,,,
738.15390190,,-12,10,-8,3,2,,2450710647,1600000000,61.77,,,,,,,,,,,,,,,
738.18585600,,17,-4,2,-4,-1,,3276800,2139291,42.67,,,,,,,,,,,,,,,
738.22421630,,-9,-3,2,1,2,,21175,13824,28.12,,,,,,,,,,,,,,,
738.29218910,,11,13,-10,-4,1,,35916908544,23447265625,69.51,,,,,,,,,,,,,,,
738.31193310,,-11,12,1,-1,-2,,2657205,1734656,42.07,,,,,,,,,,,,,,,
738.35029340,,-37,13,1,4,1,,210538000000,137439000000,74.62,,,,,,,,,,,,,,,
738.38522040,,41,-14,-3,-4,0,,2199020000000,1435490000000,81.38,,,,,,,,,,,,,,,
738.44332470,,-7,-14,8,4,0,,937890625,612220032,58.99,,,,,,,,,,,,,,,
738.51129740,,13,2,-4,-1,-1,,73728,48125,31.72,,,,,,,,,,,,,,,
738.53401430,,40,-12,-7,1,-2,,7696580000000,5023780000000,85.00,,,,,,,,,,,,,,,
738.54965770,,-13,3,-4,4,2,,7844067,5120000,45.19,,,,,,,,,,,,,,,
738.58161190,,16,-11,6,-3,-1,,1024000000,668375631,59.25,,,,,,,,,,,,,,,
738.61997220,,-10,-10,6,2,2,,92640625,60466176,52.31,,,,,,,,,,,,,,,
738.68794500,,10,6,-6,-3,1,,8211456,5359375,45.32,,,,,,,,,,,,,,,
738.70768890,,-12,5,5,0,-2,,759375,495616,38.45,,,,,,,,,,,,,,,
738.71066180,,37,-8,-9,-1,0,,137439000000,89701171875,73.38,,,,,,,,,,,,,,,
738.83673880,,9,8,-10,2,-1,,164602368,107421875,53.97,,,,,,,,,,,,,,,
738.88433640,,-15,9,3,-2,0,,2460375,1605632,41.85,,,,,,,,,,,,,,,
738.90705330,,12,-5,0,0,-1,,4096,2673,23.38,,,,,,,,,,,,,,,
739.03313030,,-16,11,-1,3,-2,,60761421,39649280,51.10,,,,,,,,,,,,,,,
739.06098400,,-18,13,1,-4,2,,964565415,629407744,59.07,,,,,,,,,,,,,,,
739.08370080,,9,-1,-2,-2,1,,5632,3675,24.30,,,,,,,,,,,,,,,
739.10344480,,-13,-2,9,1,-2,,13671875,8921088,46.79,,,,,,,,,,,,,,,
739.10641770,,36,-15,-5,0,0,,68719476736,44840334375,71.38,,,,,,,,,,,,,,,
739.15401530,,12,-14,8,-4,1,,17600000000,11483908569,67.45,,,,,,,,,,,,,,,
739.20977790,,-19,15,-3,1,0,,100442349,65536000,52.55,,,,,,,,,,,,,,,
739.23249470,,8,1,-6,3,-1,,263424,171875,35.40,,,,,,,,,,,,,,,
739.28009230,,-16,2,7,-1,0,,703125,458752,38.23,,,,,,,,,,,,,,,
739.28306520,,33,-11,-7,-2,2,,1039380000000,678141000000,79.22,,,,,,,,,,,,,,,
739.30280920,,11,-12,4,1,-1,,8960000,5845851,45.57,,,,,,,,,,,,,,,
739.37078190,,31,4,-8,-4,-2,,173946000000,113485000000,74.06,,,,,,,,,,,,,,,
739.40914220,,5,5,-8,1,1,,598752,390625,37.77,,,,,,,,,,,,,,,
739.42888620,,-17,4,3,4,-2,,24310125,15859712,48.45,,,,,,,,,,,,,,,
739.45673980,,-19,6,5,-3,2,,275653125,179830784,55.46,,,,,,,,,,,,,,,
739.47945670,,8,-8,2,-1,1,,70400,45927,31.59,,,,,,,,,,,,,,,
739.60553370,,-20,8,1,2,0,,1607445,1048576,40.62,,,,,,,,,,,,,,,
739.62825060,,7,-6,-2,4,-1,,307328,200475,35.84,,,,,,,,,,,,,,,
739.76653780,,30,-3,-4,-3,-2,,1073741824,700363125,59.38,,,,,,,,,,,,,,,
739.78218120,,-23,12,-1,0,2,,64304361,41943040,51.26,,,,,,,,,,,,,,,
739.80192520,,-45,11,10,3,-1,,593373000000000,387028000000000,97.54,,,,,,,,,,,,,,,
739.80489810,,4,-2,-4,2,1,,8624,5625,25.53,,,,,,,,,,,,,,,
739.85249570,,-20,-1,9,-2,2,,236328125,154140672,55.02,,,,,,,,,,,,,,,
739.87521260,,7,-15,6,0,1,,22000000,14348907,48.17,,,,,,,,,,,,,,,
739.94021240,,-22,14,8,-4,-2,,1868350000000,1218530000000,80.91,,,,,,,,,,,,,,,
739.96590220,,54,-13,-9,-3,-1,,18014400000000000,11748800000000000,107.38,,,,,,,,,,,,,,,
739.97857270,,-48,15,8,1,1,,431588000000000,281475000000000,96.62,,,,,,,,,,,,,,,
740.00128960,,-21,1,5,3,0,,3215625,2097152,42.62,,,,,,,,,,,,,,,
740.00426250,,28,-12,-9,2,2,,1591550000000,1037970000000,80.45,,,,,,,,,,,,,,,
740.00600000,,,,,,,,23,15,8.43,,,,,,,,,,,,,,,
740.09197920,,26,3,-10,0,-2,,1811939328,1181640625,60.89,,,,,,,,,,,,,,,
740.13957680,,2,4,3,-4,-1,,40500,26411,29.99,,,,,,,,,,,,,,,
740.16229370,,29,-10,0,-2,-2,,536870912,350101521,57.38,,,,,,,,,,,,,,,
740.17793710,,-24,5,3,1,2,,25727625,16777216,48.62,,,,,,,,,,,,,,,
740.20065400,,3,-9,0,3,1,,30184,19683,29.15,,,,,,,,,,,,,,,
740.33894120,,26,-6,-2,-4,0,,67108864,43758225,51.38,,,,,,,,,,,,,,,
740.39704550,,-22,-6,9,4,0,,4689453125,3057647616,63.64,,,,,,,,,,,,,,,
740.46501820,,-2,10,-3,-1,-1,,59049,38500,31.08,,,,,,,,,,,,,,,
740.48773510,,25,-4,-6,1,-2,,234881024,153140625,55.00,,,,,,,,,,,,,,,
740.50337850,,-28,11,-3,4,2,,51464923587,33554432000,70.55,,,,,,,,,,,,,,,
740.53533270,,1,-3,7,-3,-1,,156250,101871,33.89,,,,,,,,,,,,,,,
740.57369300,,-25,-2,7,2,2,,463203125,301989888,56.96,,,,,,,,,,,,,,,
740.64166570,,-5,14,-5,-3,1,,52612659,34300000,50.68,,,,,,,,,,,,,,,
740.66140970,,-27,13,6,0,-2,,24911296875,16240345088,68.45,,,,,,,,,,,,,,,
740.66438260,,22,0,-8,-1,0,,4194304,2734375,43.38,,,,,,,,,,,,,,,
740.73469710,,25,-13,2,-3,0,,838860800,546852789,58.67,,,,,,,,,,,,,,,
740.84103010,,19,4,-10,-3,2,,5138546688,3349609375,63.90,,,,,,,,,,,,,,,
740.86077410,,-3,3,1,0,-1,,135,88,13.54,,,,,,,,,,,,,,,
740.88349100,,24,-11,-2,2,-2,,822083584,535869675,58.61,,,,,,,,,,,,,,,
741.03742160,,-6,7,-1,-2,1,,24057,15680,28.49,,,,,,,,,,,,,,,
741.05716560,,-28,6,10,1,-2,,49833984375,32480690176,70.46,,,,,,,,,,,,,,,
741.06013850,,21,-7,-4,0,0,,2097152,1366875,41.38,,,,,,,,,,,,,,,
741.10773610,,-3,-6,9,-4,1,,21484375,14002632,48.10,,,,,,,,,,,,,,,
741.18621550,,-7,9,-5,3,-1,,6751269,4400000,44.76,,,,,,,,,,,,,,,
741.23381310,,-31,10,8,-1,0,,23066015625,15032385536,68.23,,,,,,,,,,,,,,,
741.23678600,,18,-3,-6,-2,2,,31719424,20671875,49.22,,,,,,,,,,,,,,,
741.25653000,,-4,-4,5,1,-1,,21875,14256,28.22,,,,,,,,,,,,,,,
741.32450270,,16,12,-7,-4,-2,,34828517376,22696953125,69.42,,,,,,,,,,,,,,,
741.36286300,,-10,13,-7,1,1,,122762871,80000000,53.12,,,,,,,,,,,,,,,
741.38260700,,-32,12,4,4,-2,,797494000000,519691000000,78.46,,,,,,,,,,,,,,,
741.38557990,,17,-1,-10,3,0,,44957696,29296875,50.23,,,,,,,,,,,,,,,
741.41046060,,-34,14,6,-3,2,,9042800000000,5892700000000,85.46,,,,,,,,,,,,,,,
741.43317750,,-7,0,3,-1,1,,1375,896,20.23,,,,,,,,,,,,,,,
741.45589440,,20,-14,0,1,0,,7340032,4782969,45.00,,,,,,,,,,,,,,,
741.58197140,,-8,2,-1,4,-1,,21609,14080,28.18,,,,,,,,,,,,,,,
741.63254190,,17,-10,-2,-1,2,,15859712,10333575,47.22,,,,,,,,,,,,,,,
741.65228580,,-5,-11,9,2,-1,,95703125,62355744,52.41,,,,,,,,,,,,,,,
741.72025860,,15,5,-3,-3,-2,,7962624,5187875,45.23,,,,,,,,,,,,,,,
741.75861890,,-11,6,-3,2,1,,392931,256000,36.55,,,,,,,,,,,,,,,
741.78133580,,16,-8,-6,4,0,,157351936,102515625,53.84,,,,,,,,,,,,,,,
741.80621650,,-35,7,10,-2,2,,2584250000000,1683630000000,81.85,,,,,,,,,,,,,,,
741.81818180,,,,,,,,,,,,,,,,,,34\55,,,,,,,
741.82893340,,-8,-7,7,0,1,,859375,559872,38.81,,,,,,,,,,,,,,,
741.91962300,,39,-5,-8,-3,-1,,549756000000,358140000000,77.38,,,,,,,,,,,,,,,
741.95501040,,-36,9,6,3,0,,105489000000,68719476736,72.62,,,,,,,,,,,,,,,
741.95798330,,13,-4,-8,2,2,,48570368,31640625,50.45,,,,,,,,,,,,,,,
