Cents,Name(s),2,3,5,7,11,13,Numerator,Denominator,Tenney Height,Superparticular,Color Notation,FJS name,Tinas,Tredeks,Moria,Quartertones,Edo step 1,Edo step 2,Edo step 3,Edo step 4,Edo step 5,Edo step 6,Edo step 7,Edo step 8
179.39411540,,23,-15,-5,2,2,,49736056832,44840334375,70.92,,,,,,,,,,,,,,,
179.45911520,,-6,14,-3,-2,-1,,4782969,4312000,44.23,,,,,,,,,,,,,,,
179.48183210,,21,0,-6,0,-2,,2097152,1890625,41.85,,,,,,,,,,,,,,,
179.49747550,,-32,15,-3,3,2,,595523000000,536871000000,78.08,,,,,,,,,,,,,,,
179.52942970,,-3,1,7,-4,-1,,234375,211288,35.53,,,,,,,,,,,,,,,
179.55214650,,24,-13,4,-2,-2,,10485760000,9452741067,66.43,,,,,,,,,,,,,,,
179.56779000,,-29,2,7,1,2,,595546875,536870912,58.15,,,,,,,,,,,,,,,
179.59050680,,-2,-12,4,3,1,,2358125,2125764,42.19,,,,,,,,,,,,,,,
179.65847960,,18,4,-8,-2,0,,21233664,19140625,48.53,,,,,,,,,,,,,,,
179.69700000,71st harmonic,,,,,,,71,64,12.15,,,,,,,,,,,,,,,
179.72879410,,21,-9,2,-4,0,,52428800,47258883,51.14,,,,,,,,,,,,,,,
179.83512710,,15,8,-10,-4,2,,26013892608,23447265625,69.05,,,,,,,,,,,,,,,
179.85487110,,-7,7,1,-1,-1,,10935,9856,26.68,,,,,,,,,,,,,,,
179.87758800,,20,-7,-2,1,-2,,7340032,6615675,45.46,,,,,,,,,,,,,,,
179.89323140,,-33,8,1,4,2,,9530541405,8589934592,66.15,,,,,,,,,,,,,,,
180.03151860,,-10,11,-1,-3,1,,1948617,1756160,41.64,,,,,,,,,,,,,,,
180.05126260,,-32,10,10,0,-2,,576650000000,519691000000,77.99,,,,,,,,,,,,,,,
180.05423550,,17,-3,-4,-1,0,,131072,118125,33.85,,,,,,,,,,,,,,,
180.18031250,,-11,13,-5,2,-1,,78121827,70400000,52.29,,,,,,,,,,,,,,,
180.20302940,,16,-1,-8,4,-2,,157351936,141796875,54.31,,,,,,,,,,,,,,,
180.22791010,,-35,14,8,-2,0,,1868350000000,1683630000000,81.38,,,,,,,,,,,,,,,
180.23088300,,14,1,-6,-3,2,,5947392,5359375,44.86,,,,,,,,,,,,,,,
180.25062700,,-8,0,5,0,-1,,3125,2816,23.07,,,,,,,,,,,,,,,
180.25359990,,41,-13,-9,-1,1,,24189300000000,21797400000000,88.77,,,,,,,,,,,,,,,
180.27334380,,19,-14,2,2,-2,,642252800,578739249,58.37,,,,,,,,,,,,,,,
180.37967690,,13,3,-10,2,0,,10838016,9765625,46.59,,,,,,,,,,,,,,,
180.42727450,,-11,4,3,-2,1,,111375,100352,33.38,,,,,,,,,,,,,,,
180.44999000,Pythagorean diminished third,16,-10,,,,,65536,59049,31.85,,,,,,,,,,,,,,,
180.44999130,3-limit [ 3^10],16,-10,0,0,0,,65536,59049,31.85,,,,,,,,,,,,,,,
180.44999135,Pythagorean diminished third,,,,,,,65536,59049,31.85,,,,,,,,,,,,,,,
180.57606840,,-12,6,-1,3,-1,,250047,225280,35.71,,,,,,,,,,,,,,,
180.62663890,,13,-6,-2,-2,2,,991232,893025,39.69,,,,,,,,,,,,,,,
180.64638280,,-9,-7,9,1,-1,,13671875,12317184,47.26,,,,,,,,,,,,,,,
180.71435560,,11,9,-3,-4,-2,,40310784,36315125,50.38,,,,,,,,,,,,,,,
180.75271590,,-15,10,-3,1,1,,4546773,4096000,44.08,,,,,,,,,,,,,,,
180.77245990,,-37,9,8,4,-2,,18460500000000,16630100000000,87.99,,,,,,,,,,,,,,,
180.77543280,,12,-4,-6,3,0,,1404928,1265625,40.69,,,,,,,,,,,,,,,
180.80031350,,-39,11,10,-3,2,,209324000000000,188566000000000,94.99,,,,,,,,,,,,,,,
180.82303040,,-12,-3,7,-1,1,,859375,774144,39.28,,,,,,,,,,,,,,,
180.91372000,,35,-1,-8,-4,-1,,34359738368,30950390625,69.85,,,,,,,,,,,,,,,
180.94910740,,-40,13,6,2,0,,1220650000000,1099510000000,80.15,,,,,,,,,,,,,,,
180.95208030,,9,0,-8,1,2,,433664,390625,37.30,,,,,,,,,,,,,,,
180.97182420,,-13,-1,3,4,-1,,300125,270336,36.24,,,,,,,,,,,,,,,
181.02239470,,12,-13,2,-1,2,,12390400,11160261,46.97,,,,,,,,,,,,,,,
181.03979700,,7,15,-9,-1,-2,,1836660096,1654296875,61.40,,,,,,,,,,,,,,,
181.11011150,,10,2,1,-3,-2,,46080,41503,30.83,,,,,,,,,,,,,,,
181.13207547,([smallest] pythagorean diminished-3rd small major-2nd = ~10:9),,,,,,,,,,,,,,,,,8\53,,,,,,,
181.14847180,,-16,3,1,2,1,,72765,65536,32.15,,,,,,,,,,,,,,,
181.17118860,,11,-11,-2,4,0,,4917248,4428675,44.31,,,,,,,,,,,,,,,
181.30947580,,34,-8,-4,-3,-1,,17179869184,15471658125,67.85,,,,,,,,,,,,,,,
181.34486320,,-41,6,10,3,0,,2441870000000,2199020000000,82.15,,,,,,,,,,,,,,,
181.34783620,,8,-7,-4,2,2,,1517824,1366875,40.92,,,,,,,,,,,,,,,
181.43555290,,6,8,-5,0,-2,,419904,378125,37.21,,,,,,,,,,,,,,,
181.48315050,,-18,9,8,-4,-1,,7688671875,6923485184,65.53,,,,,,,,,,,,,,,
181.50586730,,9,-5,5,-2,-2,,1600000,1440747,41.07,,,,,,,,,,,,,,,
181.52151080,,-44,10,8,1,2,,19536900000000,17592200000000,88.15,,,,,,,,,,,,,,,
181.54422760,,-17,-4,5,3,1,,11790625,10616832,46.83,,,,,,,,,,,,,,,
181.61220040,,3,12,-7,-2,0,,4251528,3828125,43.89,,,,,,,,,,,,,,,
181.63491730,,30,-2,-10,0,-1,,1073741824,966796875,59.85,,,,,,,,,,,,,,,
181.68251490,,6,-1,3,-4,0,,8000,7203,25.78,,,,,,,,,,,,,,,
181.70523170,,33,-15,0,-2,-1,,8589934592,7734060873,65.85,,,,,,,,,,,,,,,
181.74359200,,7,-14,0,3,2,,5312384,4782969,44.53,,,,,,,,,,,,,,,
181.80859190,,-22,15,2,-1,-1,,358722675,322961408,56.69,,,,,,,,,,,,,,,
181.83130870,,5,1,-1,1,-2,,672,605,18.63,,,,,,,,,,,,,,,
181.88187920,,30,-11,-2,-4,1,,11811160064,10633248675,66.77,,,,,,,,,,,,,,,
181.90162320,,8,-12,9,-1,-2,,500000000,450130527,57.64,,,,,,,,,,,,,,,
181.93998350,,-18,-11,9,4,1,,51583984375,46438023168,71.02,,,,,,,,,,,,,,,
182.00795630,,2,5,-3,-1,0,,972,875,19.70,,,,,,,,,,,,,,,
182.03067310,,29,-9,-6,1,-1,,3758096384,3383015625,63.46,,,,,,,,,,,,,,,
182.07827070,,5,-8,7,-3,0,,2500000,2250423,42.36,,,,,,,,,,,,,,,
182.15675020,,1,7,-7,4,-2,,10501974,9453125,46.50,,,,,,,,,,,,,,,
182.18460380,,-1,9,-5,-3,2,,2381643,2143750,42.22,,,,,,,,,,,,,,,
182.20434770,,-23,8,6,0,-1,,102515625,92274688,53.07,,,,,,,,,,,,,,,
182.20732070,,26,-5,-8,-1,1,,738197504,664453125,58.77,,,,,,,,,,,,,,,
182.22222222,,,,,,,,,,,,,,,41,,,41\270,,,,,,,
182.22706460,,4,-6,3,2,-2,,98000,88209,33.01,,,,,,,,,,,,,,,
182.33339770,,-2,11,-9,2,0,,8680203,7812500,45.95,,,,,,,,,,,,,,,
182.38099530,,-26,12,4,-2,1,,3653656875,3288334336,63.38,,,,,,,,,,,,,,,
182.40371000,minor whole tone,1,-2,1,,,,10,9,6.49,Yes,,,,,,,,,,,,,,
182.40371000,minor whole tone,1,-2,1,,,,10,9,6.49,Yes,,,,,,,,,,,,,,
182.40371200,minor whole tone,,,,,,,10,9,6.49,Yes,"y2, yo 2nd",M25,,,,,,,,,,,,
182.40371210,,1,-2,1,0,0,,10,9,6.49,Yes,,,,,,,,,,,,,,
182.40371213,minor whole tone,,,,,,,10,9,6.49,Yes,,,,,,,,,,,,,,
182.40400000,minor whole-tone,,,,,,,10,9,6.49,Yes,,,,,,,,,,,,,,
182.52978920,,-27,14,0,3,-1,,1640558367,1476395008,61.07,,,,,,,,,,,,,,,
182.58035970,,-2,2,-1,-2,2,,1089,980,20.03,,,,,,,,,,,,,,,
182.60010360,,-24,1,10,1,-1,,205078125,184549376,55.07,,,,,,,,,,,,,,,
182.60307650,,25,-12,-4,0,1,,369098752,332150625,56.77,,,,,,,,,,,,,,,
182.60869570,,,,,,,,,,,,,,,,,,7\46,,,,,,,
182.62282050,,3,-13,7,3,-2,,214375000,192913083,55.20,,,,,,,,,,,,,,,
182.65067410,,1,-11,9,-4,2,,472656250,425329947,57.48,,,,,,,,,,,,,,,
182.72915350,,-3,4,-5,3,0,,27783,25000,29.37,,,,,,,,,,,,,,,
182.77675110,,-27,5,8,-1,1,,1044140625,939524096,59.77,,,,,,,,,,,,,,,
182.79946800,,0,-9,5,1,0,,21875,19683,28.68,,,,,,,,,,,,,,,
182.79946800,maximal BP chroma,,,,,,,21875,19683,28.68,,,,,,,,,,,,,,,
182.79947000,maximal BP chroma,0,-9,5,1,,,21875,19683,28.68,,,,,,,,,,,,,,,
182.86744080,,20,7,-7,-4,-1,,2293235712,2063359375,62.04,,,,,,,,,,,,,,,
182.89015760,,47,-7,-10,-2,-2,,140737000000000,126628000000000,93.85,,,,,,,,,,,,,,,
182.90580110,,-6,8,-7,1,2,,5557167,5000000,44.66,,,,,,,,,,,,,,,
182.92554500,,-28,7,4,4,-1,,3281866875,2952790016,63.07,,,,,,,,,,,,,,,
182.92851790,,21,-6,-10,3,1,,7912554496,7119140625,65.61,,,,,,,,,,,,,,,
182.97611550,,-3,-5,3,-1,2,,15125,13608,27.62,,,,,,,,,,,,,,,
183.06383220,,-5,10,2,-3,-2,,1476225,1328096,40.83,,,,,,,,,,,,,,,
183.10219260,,-31,11,2,2,1,,2387055825,2147483648,62.15,,,,,,,,,,,,,,,
183.12490940,,-4,-3,-1,4,0,,2401,2160,22.31,,,,,,,,,,,,,,,
183.26319660,,19,0,-3,-3,-1,,524288,471625,37.85,,,,,,,,,,,,,,,
183.28591350,,46,-14,-6,-1,-2,,70368700000000,63299600000000,91.85,,,,,,,,,,,,,,,
183.30155690,,-7,1,-3,2,2,,17787,16000,28.08,,,,,,,,,,,,,,,
183.32427380,,20,-13,-6,4,1,,27693940736,24911296875,69.22,,,,,,,,,,,,,,,
183.33333333,,,,,,,,,,,,,,,,11,,11\72,,,,,,,
183.37187140,,-4,-12,7,0,2,,9453125,8503056,46.19,,,,,,,,,,,,,,,
183.45958810,,-6,3,6,-2,-2,,421875,379456,37.22,,,,,,,,,,,,,,,
183.46256100,,43,-10,-8,-3,0,,8796090000000,7911640000000,85.85,,,,,,,,,,,,,,,
183.49794840,,-32,4,6,3,1,,4775203125,4294967296,64.15,,,,,,,,,,,,,,,
183.58863800,,15,6,-9,0,-1,,23887872,21484375,48.87,,,,,,,,,,,,,,,
183.63623560,,-9,7,4,-4,0,,1366875,1229312,40.61,,,,,,,,,,,,,,,
183.65895250,,18,-7,1,-2,-1,,1310720,1178793,40.49,,,,,,,,,,,,,,,
183.69731280,,-8,-6,1,3,2,,207515,186624,35.17,,,,,,,,,,,,,,,
183.78502950,,-10,9,0,1,-2,,137781,123904,33.99,,,,,,,,,,,,,,,
183.83560000,,15,-3,-1,-4,1,,360448,324135,36.77,,,,,,,,,,,,,,,
183.85534400,,-7,-4,10,-1,-2,,9765625,8781696,46.29,,,,,,,,,,,,,,,
183.89370430,,-33,-3,10,4,1,,257920000000,231928000000,75.66,,,,,,,,,,,,,,,
183.96167710,,-13,13,-2,-1,0,,1594323,1433600,41.06,,,,,,,,,,,,,,,
183.98439390,,14,-1,-5,1,-1,,114688,103125,33.46,,,,,,,,,,,,,,,
184.00711080,,41,-15,-8,3,-2,,754265000000000,678210000000000,98.69,,,,,,,,,,,,,,,
184.03199150,,-10,0,8,-3,0,,390625,351232,37.00,,,,,,,,,,,,,,,
184.03496440,,39,-13,-6,-4,2,,66520500000000,59812000000000,91.68,,,,,,,,,,,,,,,
184.05470840,,17,-14,5,-1,-1,,409600000,368288613,57.07,,,,,,,,,,,,,,,
184.09306870,,-9,-13,5,4,2,,907878125,816293376,59.36,,,,,,,,,,,,,,,
184.11047090,,-14,15,-6,4,-2,,34451725707,30976000000,69.85,,,,,,,,,,,,,,,
184.16104140,,11,3,-7,-1,1,,608256,546875,38.28,,,,,,,,,,,,,,,
184.18078540,,-11,2,4,2,-2,,275625,247808,35.99,,,,,,,,,,,,,,,
184.18375830,,38,-11,-10,1,0,,1924150000000,1729950000000,81.46,,,,,,,,,,,,,,,
184.23135590,,14,-10,3,-3,1,,22528000,20253807,48.70,,,,,,,,,,,,,,,
184.35743290,,-14,6,2,0,0,,18225,16384,28.15,,,,,,,,,,,,,,,
184.38014980,,13,-8,-1,2,-1,,401408,360855,37.08,,,,,,,,,,,,,,,
184.53408040,,-17,10,0,-2,2,,7144929,6422528,45.38,,,,,,,,,,,,,,,
184.55679730,,10,-4,-3,0,1,,11264,10125,26.77,,,,,,,,,,,,,,,
184.57654130,,-12,-5,8,3,-2,,133984375,120434688,53.84,,,,,,,,,,,,,,,
184.60439490,,-14,-3,10,-4,2,,1181640625,1062125568,60.12,,,,,,,,,,,,,,,
184.68287430,,-18,12,-4,3,0,,182284263,163840000,54.73,,,,,,,,,,,,,,,
184.73047190,,-42,13,9,-1,1,,34253000000000,30786300000000,89.77,,,,,,,,,,,,,,,
184.75318880,,-15,-1,6,1,0,,109375,98304,33.32,,,,,,,,,,,,,,,
184.75616170,,34,-14,-8,0,2,,2078760000000,1868350000000,81.68,,,,,,,,,,,,,,,
184.77590570,,12,-15,3,3,-1,,175616000,157837977,54.62,,,,,,,,,,,,,,,
184.82116160,,5,15,-6,-4,-1,,459165024,412671875,57.39,,,,,,,,,,,,,,,
184.84387840,,32,1,-9,-2,-2,,12884901888,11580078125,67.02,,,,,,,,,,,,,,,
184.87926580,,-43,15,5,4,-1,,107662000000000,96757000000000,93.07,,,,,,,,,,,,,,,
184.88223870,,6,2,-9,3,1,,2173248,1953125,41.95,,,,,,,,,,,,,,,
184.91419290,,35,-12,1,-4,-2,,171799000000,154395000000,74.49,,,,,,,,,,,,,,,
184.92983630,,-18,3,4,-1,2,,2041875,1835008,41.77,,,,,,,,,,,,,,,
184.95255320,,9,-11,1,1,1,,197120,177147,35.02,,,,,,,,,,,,,,,
185.07863020,,-19,5,0,4,0,,583443,524288,38.15,,,,,,,,,,,,,,,
185.14894470,,-16,-8,10,2,0,,478515625,429981696,57.51,,,,,,,,,,,,,,,
185.21691740,,4,8,-2,-3,-1,,104976,94325,33.21,,,,,,,,,,,,,,,
185.23963430,,31,-6,-5,-1,-2,,2147483648,1929571875,61.85,,,,,,,,,,,,,,,
185.25527770,,-22,9,-2,2,2,,116700507,104857600,53.44,,,,,,,,,,,,,,,
185.27799460,,5,-5,-5,4,1,,845152,759375,39.22,,,,,,,,,,,,,,,
185.32559220,,-19,-4,8,0,2,,47265625,42467328,50.83,,,,,,,,,,,,,,,
185.41330890,,-21,11,7,-2,-2,,13839609375,12434014208,67.22,,,,,,,,,,,,,,,
185.41628180,,28,-2,-7,-3,0,,268435456,241171875,55.85,,,,,,,,,,,,,,,
185.45166920,,-47,12,7,3,1,,156651000000000,140737000000000,94.15,,,,,,,,,,,,,,,
185.47735900,,29,-15,-10,4,2,,155972000000000,140126000000000,94.14,,,,,,,,,,,,,,,
185.54235880,,0,14,-8,0,-1,,4782969,4296875,44.22,,,,,,,,,,,,,,,
185.58995640,,-24,15,5,-4,0,,44840334375,40282095616,70.61,,,,,,,,,,,,,,,
185.61267330,,3,1,2,-2,-1,,600,539,18.30,,,,,,,,,,,,,,,
185.63539020,,30,-13,-1,0,-2,,1073741824,964565415,59.85,,,,,,,,,,,,,,,
185.65103360,,-23,2,2,3,2,,9338175,8388608,46.15,,,,,,,,,,,,,,,
185.78932080,,0,5,0,-4,1,,2673,2401,22.61,,,,,,,,,,,,,,,
185.81203770,,27,-9,-3,-2,0,,134217728,120558375,53.85,,,,,,,,,,,,,,,
185.93811470,,-1,7,-4,1,-1,,15309,13750,27.65,,,,,,,,,,,,,,,
185.96083160,,26,-7,-7,3,-2,,23018340352,20673984375,68.69,,,,,,,,,,,,,,,
185.98571230,,-25,8,9,-3,0,,12814453125,11509170176,67.00,,,,,,,,,,,,,,,
185.98868520,,24,-5,-5,-4,2,,2030043136,1823259375,61.68,,,,,,,,,,,,,,,
186.00842920,,2,-6,6,-1,-1,,62500,56133,31.71,,,,,,,,,,,,,,,
186.04678950,,-24,-5,6,4,2,,4539390625,4076863488,64.00,,,,,,,,,,,,,,,
186.11476220,,-4,11,-6,-1,1,,1948617,1750000,41.63,,,,,,,,,,,,,,,
186.13450620,,-26,10,5,2,-2,,9041878125,8120172544,65.99,,,,,,,,,,,,,,,
186.13747910,,23,-3,-9,1,0,,58720256,52734375,51.46,,,,,,,,,,,,,,,
186.18507670,,-1,-2,4,-3,1,,6875,6174,25.34,,,,,,,,,,,,,,,
186.26355610,,-5,13,-10,4,-1,,3827969523,3437500000,63.51,,,,,,,,,,,,,,,
186.31115370,,-29,14,3,0,0,,597871125,536870912,58.16,,,,,,,,,,,,,,,
186.33387057,undecimal minor whole tone,,,,,,,49,44,11.07,,,,,,,,,,,,,,,
186.33387060,,-2,0,0,2,-1,,49,44,11.07,,,,,,,,,,,,,,,
186.33387100,werckismic minor second,,,,,,,49,44,11.07,,"1uzz3, luzozo 3rd",,,,,,,,,,,,,
186.33400000,,,,,,,,49,44,11.07,,,,,,,,,,,,,,,
186.35658740,,25,-14,-3,4,-2,,80564191232,72342406125,72.30,,,,,,,,,,,,,,,
186.38444110,,23,-12,-1,-3,2,,1015021568,911421315,59.68,,,,,,,,,,,,,,,
186.40418500,,1,-13,10,0,-1,,19531250,17537553,48.28,,,,,,,,,,,,,,,
186.51051810,,-5,4,-2,0,1,,891,800,19.44,,,,,,,,,,,,,,,
186.53026210,,-27,3,9,3,-2,,18087890625,16240345088,67.99,,,,,,,,,,,,,,,
186.53323500,,22,-10,-5,2,0,,205520896,184528125,55.07,,,,,,,,,,,,,,,
186.58083260,,-2,-9,8,-2,1,,4296875,3857868,43.91,,,,,,,,,,,,,,,
186.66666667,,,,,,,,,,,,,,,42,,,42\270,,,,,,,
186.70690960,,-30,7,7,1,0,,1196015625,1073741824,60.16,,,,,,,,,,,,,,,
186.70988250,,19,-6,-7,0,2,,63438848,56953125,51.68,,,,,,,,,,,,,,,
186.72962640,,-3,-7,4,3,-1,,214375,192456,35.26,,,,,,,,,,,,,,,
186.79759920,,17,9,-8,-2,-2,,2579890176,2316015625,62.37,,,,,,,,,,,,,,,
186.83595950,,-9,10,-8,3,1,,222791877,200000000,55.31,,,,,,,,,,,,,,,
186.86791370,,20,-4,2,-4,-2,,26214400,23532201,49.13,,,,,,,,,,,,,,,
186.88355710,,-33,11,5,-1,2,,66983709375,60129542144,71.77,,,,,,,,,,,,,,,
186.90627400,,-6,-3,2,1,1,,1925,1728,21.67,,,,,,,,,,,,,,,
186.97424670,,14,13,-10,-4,0,,26121388032,23447265625,69.05,,,,,,,,,,,,,,,
187.03235100,,-34,13,1,4,0,,19139847615,17179869184,68.16,,,,,,,,,,,,,,,
187.06727800,,44,-14,-3,-4,-1,,17592200000000,15790400000000,87.84,,,,,,,,,,,,,,,
187.10563840,,18,-13,-3,1,2,,222035968,199290375,55.30,,,,,,,,,,,,,,,
187.12538230,,-4,-14,8,4,-1,,937890625,841802544,59.45,,,,,,,,,,,,,,,
187.19335510,,16,2,-4,-1,-2,,589824,529375,38.18,,,,,,,,,,,,,,,
187.23171540,,-10,3,-4,4,1,,713097,640000,38.73,,,,,,,,,,,,,,,
187.26366950,,19,-11,6,-3,-2,,8192000000,7352131941,65.71,,,,,,,,,,,,,,,
187.27931300,,-34,4,9,0,2,,19142578125,17179869184,68.16,,,,,,,,,,,,,,,
187.30202980,,-7,-10,6,2,1,,8421875,7558272,45.86,,,,,,,,,,,,,,,
187.34300000,,,,,,,,39,35,10.41,,,,,,,,,,,,,,,
187.37000260,,13,6,-6,-3,0,,5971968,5359375,44.86,,,,,,,,,,,,,,,
187.39271950,,40,-8,-9,-1,-1,,1099510000000,986713000000,79.84,,,,,,,,,,,,,,,
187.43107980,,14,-7,-9,4,2,,4759896064,4271484375,64.14,,,,,,,,,,,,,,,
187.51879650,,12,8,-10,2,-2,,1316818944,1181640625,60.43,,,,,,,,,,,,,,,
187.56639410,,-12,9,3,-2,-1,,2460375,2207744,42.30,,,,,,,,,,,,,,,
187.58911090,,15,-5,0,0,-2,,32768,29403,29.84,,,,,,,,,,,,,,,
187.60475440,,-38,10,3,3,2,,306339000000,274878000000,76.16,,,,,,,,,,,,,,,
187.74304160,,-15,13,1,-4,1,,87687765,78675968,52.62,,,,,,,,,,,,,,,
187.76575850,,12,-1,-2,-2,0,,4096,3675,23.84,,,,,,,,,,,,,,,
187.78847530,,39,-15,-5,0,-1,,549756000000,493244000000,77.84,,,,,,,,,,,,,,,
187.83607290,,15,-14,8,-4,0,,12800000000,11483908569,66.99,,,,,,,,,,,,,,,
187.89183550,,-16,15,-3,1,-1,,100442349,90112000,53.01,,,,,,,,,,,,,,,
187.91455240,,11,1,-6,3,-2,,2107392,1890625,41.86,,,,,,,,,,,,,,,
187.94240600,,9,3,-4,-4,2,,1672704,1500625,41.19,,,,,,,,,,,,,,,
187.96215000,,-13,2,7,-1,-1,,703125,630784,38.69,,,,,,,,,,,,,,,
187.96512290,,36,-11,-7,-2,1,,755914000000,678141000000,78.76,,,,,,,,,,,,,,,
187.98486680,,14,-12,4,1,-2,,71680000,64304361,52.03,,,,,,,,,,,,,,,
188.00051030,,-39,3,7,4,2,,612818000000,549756000000,78.16,,,,,,,,,,,,,,,
188.09119990,,8,5,-8,1,0,,435456,390625,37.31,,,,,,,,,,,,,,,
188.13879750,,-16,6,5,-3,1,,25059375,22478848,49.00,,,,,,,,,,,,,,,
188.16151430,,11,-8,2,-1,0,,51200,45927,31.13,,,,,,,,,,,,,,,
188.26784740,,5,9,-10,-1,2,,76212576,68359375,52.21,,,,,,,,,,,,,,,
188.28759140,,-17,8,1,2,-1,,1607445,1441792,41.08,,,,,,,,,,,,,,,
188.31030820,,10,-6,-2,4,-2,,2458624,2205225,42.30,,,,,,,,,,,,,,,
188.33816190,,8,-4,0,-3,2,,30976,27783,29.68,,,,,,,,,,,,,,,
188.46423890,,-20,12,-1,0,1,,5845851,5242880,44.80,,,,,,,,,,,,,,,
188.48398280,,-42,11,10,3,-2,,593373000000000,532164000000000,97.99,,,,,,,,,,,,,,,
188.48695570,,7,-2,-4,2,0,,6272,5625,25.07,,,,,,,,,,,,,,,
188.48695600,"marvelous second, marvelous (whole) tone",,,,,,,6272,5625,25.07,,"szzg44, small bizogugu 4th",ddd449625,,,,,,,,,,,,
188.53455330,,-17,-1,9,-2,1,,21484375,19267584,48.56,,,,,,,,,,,,,,,
188.55727020,,10,-15,6,0,0,,16000000,14348907,47.71,,,,,,,,,,,,,,,
188.64795980,,57,-13,-9,-3,-2,,144115000000000000,129237000000000000,113.84,,,,,,,,,,,,,,,
188.66063040,,-45,15,8,1,0,,39235300000000,35184400000000,90.16,,,,,,,,,,,,,,,
188.66360330,,4,2,-6,0,2,,17424,15625,28.02,,,,,,,,,,,,,,,
188.68334720,,-18,1,5,3,-1,,3215625,2883584,43.08,,,,,,,,,,,,,,,
188.68632010,,31,-12,-9,2,1,,1157490000000,1037970000000,79.99,,,,,,,,,,,,,,,
188.73391770,,7,-11,4,-2,2,,9680000,8680203,46.26,,,,,,,,,,,,,,,
188.82163450,,5,4,3,-4,-2,,324000,290521,36.45,,,,,,,,,,,,,,,
188.85999480,,-21,5,3,1,1,,2338875,2097152,42.16,,,,,,,,,,,,,,,
188.88271160,,6,-9,0,3,0,,21952,19683,28.69,,,,,,,,,,,,,,,
189.02099880,,29,-6,-2,-4,-1,,536870912,481340475,57.84,,,,,,,,,,,,,,,
189.05000000,,,,,,,,29,26,9.56,,,,,,,,,,,,,,,
189.05935910,,3,-5,-2,1,2,,6776,6075,25.29,,,,,,,,,,,,,,,
189.07910310,,-19,-6,9,4,-1,,4689453125,4204265472,64.10,,,,,,,,,,,,,,,
189.14707590,,1,10,-3,-1,-2,,118098,105875,33.54,,,,,,,,,,,,,,,
189.18543620,,-25,11,-3,4,1,,4678629417,4194304000,64.09,,,,,,,,,,,,,,,
189.21739030,,4,-3,7,-3,-2,,1250000,1120581,40.35,,,,,,,,,,,,,,,
189.23303380,,-49,12,10,0,2,,627972000000000,562950000000000,98.16,,,,,,,,,,,,,,,
189.25575060,,-22,-2,7,2,1,,42109375,37748736,50.50,,,,,,,,,,,,,,,
189.32372340,,-2,14,-5,-3,0,,4782969,4287500,44.22,,,,,,,,,,,,,,,
189.34644020,,25,0,-8,-1,-1,,33554432,30078125,49.84,,,,,,,,,,,,,,,
189.38480060,,-1,1,-8,4,2,,871563,781250,39.31,,,,,,,,,,,,,,,
189.41675470,,28,-13,2,-3,-1,,6710886400,6015380679,65.13,,,,,,,,,,,,,,,
189.45511500,,2,-12,2,2,2,,592900,531441,38.20,,,,,,,,,,,,,,,
189.47368421,"(major-2nd, whole-tone)",,,,,,,,,,,,,,,,,3\19,,,,,,,
189.52308780,,22,4,-10,-3,1,,3737124864,3349609375,63.44,,,,,,,,,,,,,,,
189.54283170,,0,3,1,0,-2,,135,121,14.00,,,,,,,,,,,,,,,
189.71947930,,-3,7,-1,-2,0,,2187,1960,22.03,,,,,,,,,,,,,,,
189.74219610,,24,-7,-4,0,-1,,16777216,15035625,47.84,,,,,,,,,,,,,,,
189.78979370,,0,-6,9,-4,0,,1953125,1750329,41.64,,,,,,,,,,,,,,,
189.86827310,,-4,9,-5,3,-2,,6751269,6050000,45.22,,,,,,,,,,,,,,,
189.89612680,,-6,11,-3,-4,2,,21434787,19208000,48.55,,,,,,,,,,,,,,,
189.91587070,,-28,10,8,-1,-1,,23066015625,20669530112,68.69,,,,,,,,,,,,,,,
189.91884360,,21,-3,-6,-2,1,,23068672,20671875,48.76,,,,,,,,,,,,,,,
189.93858760,,-1,-4,5,1,-2,,21875,19602,28.68,,,,,,,,,,,,,,,
189.95423100,,-54,11,8,4,2,,20103500000000000,18014400000000000,108.16,,,,,,,,,,,,,,,
190.04492070,,-7,13,-7,1,0,,11160261,10000000,46.67,,,,,,,,,,,,,,,
190.06763750,,20,-1,-10,3,-1,,359661568,322265625,56.69,,,,,,,,,,,,,,,
190.09251830,,-31,14,6,-3,1,,822073000000,736587000000,79.00,,,,,,,,,,,,,,,
190.11500000,,,,,,,,125,112,13.77,,,,,,,,,,,,,,,
190.11523510,,-4,0,3,-1,0,,125,112,13.77,,,,,,,,,,,,,,,
190.11523513,classic augmented semitone,,,,,,,125,112,13.77,,,,,,,,,,,,,,,
190.11524000,classic augmented semitone,-4,0,3,-1,,,125,112,13.77,,,,,,,,,,,,,,,
190.13795200,,23,-14,0,1,-1,,58720256,52612659,51.46,,,,,,,,,,,,,,,
190.26402900,,-5,2,-1,4,-2,,21609,19360,28.64,,,,,,,,,,,,,,,
190.29188260,,-7,4,1,-3,2,,49005,43904,31.00,,,,,,,,,,,,,,,
190.31459950,,20,-10,-2,-1,1,,11534336,10333575,46.76,,,,,,,,,,,,,,,
190.33434350,,-2,-11,9,2,-2,,95703125,85739148,52.87,,,,,,,,,,,,,,,
190.43700000,,,,,,,,48,43,11.01,,,,,,,,,,,,,,,
